sex,age,age_cat,race,juv_fel_count,g_decile_score,juv_misd_count,juv_other_count,c_jail_days,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,decile_score,score_text,v_decile_score,v_score_text,priors_count,start,end,event,two_year_recid
Male,23,Less than 25,Hispanic,0,8,0,0,34,1,M,0,0,8,High,5,Medium,6,33,1091,0,0
Male,23,Less than 25,African-American,0,8,1,0,1,1,F,1,1,8,High,7,Medium,7,0,224,1,1
Female,47,Greater than 45,Hispanic,0,1,0,0,0,3800,F,0,0,1,Low,1,Low,2,0,973,0,0
Male,48,Greater than 45,Hispanic,0,1,0,0,0,2,M,0,0,1,Low,1,Low,0,0,928,0,0
Male,35,25 - 45,Hispanic,0,2,0,0,0,1,M,0,0,2,Low,1,Low,0,0,900,0,0
Male,24,Less than 25,Other,0,3,0,0,50,27,F,1,0,3,Low,4,Low,3,0,93,1,1
Male,62,Greater than 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,0,1098,0,0
Male,52,Greater than 45,African-American,0,3,0,0,0,349,F,0,0,3,Low,1,Low,19,0,883,0,0
Female,25,25 - 45,African-American,0,7,0,0,0,0,F,1,0,7,Medium,4,Low,4,0,259,1,1
Male,25,25 - 45,Other,0,3,0,0,1,1,F,0,0,3,Low,3,Low,1,0,923,0,0
Male,49,Greater than 45,African-American,0,7,0,0,10,1,M,1,1,7,Medium,4,Low,1,9,339,0,0
Male,50,Greater than 45,Caucasian,0,1,0,0,36,0,F,1,1,1,Low,1,Low,0,36,58,1,1
Male,47,Greater than 45,African-American,0,8,0,0,39,1,F,1,0,8,High,3,Low,3,38,218,0,1
Male,37,25 - 45,African-American,0,8,0,0,1,1,F,0,0,8,High,3,Low,14,0,973,0,0
Male,26,25 - 45,Caucasian,0,2,0,0,1,0,M,0,0,2,Low,3,Low,0,1,1152,0,0
Male,28,25 - 45,African-American,0,10,2,0,1,1,F,1,1,10,High,10,High,21,0,772,1,0
Female,26,25 - 45,African-American,0,2,0,0,1,1,F,1,0,2,Low,2,Low,3,0,196,1,1
Male,48,Greater than 45,Other,0,2,0,0,1,1,F,0,0,2,Low,1,Low,4,0,1110,0,0
Male,25,25 - 45,African-American,0,4,0,0,1,81,F,0,0,4,Low,4,Low,1,0,361,0,0
Male,20,Less than 25,African-American,0,8,1,0,0,1,F,1,1,8,High,10,High,1,0,4,1,1
Male,34,25 - 45,African-American,0,10,0,0,17,1,F,1,0,10,High,5,Medium,9,16,102,1,1
Male,26,25 - 45,Hispanic,0,1,0,0,2,1,M,0,0,1,Low,2,Low,1,1,951,0,0
Male,46,Greater than 45,African-American,1,9,0,1,116,1,F,1,0,9,High,7,Medium,9,115,154,1,1
Male,21,Less than 25,African-American,0,8,0,1,7,1,F,1,0,8,High,7,Medium,0,7,304,1,1
Female,27,25 - 45,Caucasian,0,5,0,0,62,1,F,1,0,5,Medium,3,Low,2,0,10,1,1
Male,21,Less than 25,African-American,0,8,1,1,18,0,M,1,0,8,High,8,High,3,18,274,1,1
Male,29,25 - 45,Caucasian,0,4,0,0,14,1,F,0,0,4,Low,2,Low,1,13,1119,0,0
Male,46,Greater than 45,Caucasian,0,4,0,0,1,0,F,0,0,4,Low,1,Low,4,1,818,0,0
Male,24,Less than 25,African-American,0,4,0,0,1,0,F,1,0,4,Low,5,Medium,0,1,810,1,0
Female,51,Greater than 45,Hispanic,0,1,0,0,0,0,M,0,0,1,Low,1,Low,2,0,746,0,0
Male,57,Greater than 45,African-American,0,4,0,0,0,1,M,1,0,4,Low,2,Low,8,0,265,1,1
Male,33,25 - 45,African-American,0,2,0,0,1,1,F,1,0,2,Low,4,Low,4,0,689,1,1
Male,23,Less than 25,African-American,0,9,1,0,144,1,F,1,0,9,High,6,Medium,4,143,262,1,1
Male,29,25 - 45,African-American,0,8,0,0,1,0,F,0,0,8,High,4,Low,5,1,191,0,0
Male,22,Less than 25,Caucasian,0,4,0,0,9,0,M,1,0,4,Low,5,Medium,0,9,46,1,1
Male,56,Greater than 45,Hispanic,0,2,0,0,13,1,M,1,1,2,Low,1,Low,10,12,387,1,1
Female,33,25 - 45,Caucasian,0,6,0,0,4,5,M,1,0,6,Medium,3,Low,1,0,86,0,1
Male,27,25 - 45,Other,0,4,0,0,1,1,F,1,0,4,Low,4,Low,0,0,48,0,1
Male,31,25 - 45,Hispanic,0,2,0,0,3,75,M,0,0,2,Low,1,Low,1,0,981,0,0
Male,40,25 - 45,African-American,0,8,0,0,1,1,F,1,0,8,High,5,Medium,3,0,9,1,1
Male,48,Greater than 45,Other,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,0,956,0,0
Male,32,25 - 45,African-American,0,6,3,0,4,1,F,1,0,6,Medium,5,Medium,10,3,54,0,1
Male,68,Greater than 45,African-American,0,2,0,0,26,37,F,0,0,2,Low,1,Low,1,0,1010,0,0
Male,24,Less than 25,African-American,0,4,0,0,1,1,M,0,0,4,Low,4,Low,1,0,912,0,0
Male,32,25 - 45,African-American,0,2,0,0,1,1,F,0,0,2,Low,2,Low,1,0,912,0,0
Male,19,Less than 25,African-American,0,7,1,0,1,6,F,1,0,7,Medium,8,High,2,0,449,0,1
Male,56,Greater than 45,Hispanic,0,1,0,0,0,1267,F,0,0,1,Low,1,Low,4,0,913,0,0
Male,23,Less than 25,African-American,0,9,0,0,1,1,F,1,0,9,High,8,High,6,0,123,1,1
Male,39,25 - 45,Caucasian,6,7,1,0,181,1,F,1,0,7,Medium,5,Medium,17,180,427,1,1
Male,25,25 - 45,African-American,0,3,0,0,1,1,F,0,0,3,Low,6,Medium,1,0,366,0,0
Male,42,25 - 45,African-American,0,8,0,0,1,1,F,1,0,8,High,8,High,6,0,350,1,1
Male,29,25 - 45,Caucasian,0,3,0,0,43,1,M,0,0,3,Low,2,Low,1,42,848,0,0
Male,38,25 - 45,Caucasian,0,1,0,0,1,1,M,0,0,1,Low,2,Low,2,0,964,0,0
Male,32,25 - 45,Caucasian,0,5,2,1,7,1,F,1,0,5,Medium,3,Low,10,6,59,0,1
Male,23,Less than 25,Caucasian,0,5,0,0,1,1,M,1,0,5,Medium,4,Low,4,0,184,1,1
Male,58,Greater than 45,African-American,0,3,0,0,2,3,F,1,0,3,Low,2,Low,10,0,20,1,1
Male,42,25 - 45,African-American,0,6,0,0,0,0,F,1,0,6,Medium,4,Low,9,0,157,1,1
Male,52,Greater than 45,Hispanic,0,4,0,0,14,1,F,0,0,4,Low,3,Low,3,13,809,0,0
Male,26,25 - 45,Caucasian,0,4,0,0,9,0,F,1,0,4,Low,4,Low,1,9,15,1,1
Male,27,25 - 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,2,Low,1,1,871,0,0
Male,33,25 - 45,Caucasian,0,2,0,0,1,1,F,0,0,2,Low,2,Low,1,0,1051,0,0
Male,33,25 - 45,African-American,0,8,0,0,0,1,F,1,0,8,High,9,High,2,0,289,1,1
Male,23,Less than 25,African-American,0,2,0,0,1,1,M,1,0,2,Low,4,Low,0,0,90,1,1
Male,25,25 - 45,African-American,0,8,1,0,19,1,F,1,0,8,High,6,Medium,4,18,356,0,1
Male,32,25 - 45,African-American,0,2,0,0,6,1,F,1,0,2,Low,1,Low,0,5,7,0,1
Male,34,25 - 45,Hispanic,0,9,0,0,41,1,F,1,0,9,High,9,High,14,40,244,1,1
Female,29,25 - 45,Caucasian,0,2,0,0,2,1,M,0,0,2,Low,2,Low,0,1,887,0,0
Male,38,25 - 45,African-American,0,9,0,0,1,4,F,1,1,9,High,5,Medium,19,0,79,0,1
Male,29,25 - 45,Caucasian,0,1,0,0,1,1,M,0,0,1,Low,2,Low,0,0,1089,0,0
Male,27,25 - 45,African-American,0,8,0,0,35,1,F,1,0,8,High,9,High,6,34,663,1,1
Male,25,25 - 45,Caucasian,0,2,0,0,1,1,M,1,0,2,Low,2,Low,0,1,230,1,1
Female,31,25 - 45,Caucasian,0,5,0,2,1,1,F,1,0,5,Medium,4,Low,2,0,371,0,1
Male,30,25 - 45,African-American,0,9,0,0,65,0,F,1,0,9,High,9,High,8,65,322,1,1
Male,41,25 - 45,African-American,0,7,0,0,1,1,F,0,0,7,Medium,1,Low,0,0,804,0,0
Male,59,Greater than 45,African-American,0,4,0,0,5,1,F,1,0,4,Low,2,Low,8,4,314,0,0
Male,21,Less than 25,Caucasian,0,4,0,0,1,1,M,1,1,4,Low,7,Medium,1,0,172,1,1
Female,33,25 - 45,African-American,0,4,0,0,0,51,M,1,0,4,Low,4,Low,6,0,463,1,1
Male,27,25 - 45,African-American,0,4,0,0,39,1,F,1,0,4,Low,2,Low,6,38,127,1,1
Male,30,25 - 45,African-American,0,1,0,0,1,2,F,0,0,1,Low,2,Low,0,0,759,0,0
Male,43,25 - 45,Caucasian,0,5,0,0,48,1,F,0,0,5,Medium,1,Low,4,47,1091,0,0
Female,24,Less than 25,Caucasian,0,9,0,1,0,3,F,0,0,9,High,4,Low,2,0,813,0,0
Male,45,Greater than 45,African-American,0,7,0,0,6,1,M,1,1,7,Medium,6,Medium,13,5,18,0,1
Male,23,Less than 25,Caucasian,0,9,0,1,19,1,F,1,1,9,High,9,High,0,19,508,1,1
Female,40,25 - 45,Caucasian,0,10,0,0,55,483,F,0,0,10,High,3,Low,5,0,16,0,0
Female,23,Less than 25,African-American,0,7,0,0,2,1,F,0,0,7,Medium,6,Medium,0,1,885,0,0
Male,39,25 - 45,African-American,0,2,0,0,1,1,F,0,0,2,Low,3,Low,3,0,1106,0,0
Female,26,25 - 45,African-American,0,5,0,0,34,1,F,1,0,5,Medium,6,Medium,5,33,162,1,1
Female,26,25 - 45,Caucasian,0,2,0,0,0,3,M,0,0,2,Low,2,Low,0,0,998,0,0
Male,21,Less than 25,African-American,0,4,0,0,1,0,M,0,0,4,Low,6,Medium,0,1,969,0,0
Male,30,25 - 45,Caucasian,0,3,1,1,65,1,F,0,0,3,Low,3,Low,3,64,1123,0,0
Male,44,25 - 45,Caucasian,0,4,0,0,12,1,F,0,0,4,Low,1,Low,0,12,940,0,0
Male,21,Less than 25,African-American,0,7,0,0,21,22,F,1,0,7,Medium,8,High,1,0,328,1,1
Male,23,Less than 25,African-American,0,4,0,0,2,1,M,1,0,4,Low,5,Medium,0,1,750,1,0
Female,49,Greater than 45,African-American,0,1,0,0,1,1,F,0,0,1,Low,1,Low,1,0,787,0,0
Male,23,Less than 25,African-American,0,10,0,0,53,1,F,1,0,10,High,8,High,3,52,142,0,1
Male,24,Less than 25,African-American,0,5,0,0,75,1,F,1,0,5,Medium,7,Medium,1,74,196,1,1
Female,21,Less than 25,African-American,0,4,0,0,1,1,F,1,0,4,Low,5,Medium,1,0,523,1,1
Female,37,25 - 45,Caucasian,0,6,0,0,7,30,F,1,0,6,Medium,2,Low,7,0,35,1,1
Female,21,Less than 25,African-American,0,5,0,0,0,1,M,1,0,5,Medium,6,Medium,1,0,310,1,1
Male,28,25 - 45,Caucasian,0,2,0,0,10,1,F,1,1,2,Low,3,Low,2,9,363,1,1
Male,42,25 - 45,Caucasian,0,4,0,0,41,43,M,0,0,4,Low,5,Medium,2,0,906,0,0
Male,23,Less than 25,Other,0,6,2,0,9,1,F,1,1,6,Medium,8,High,7,9,109,1,1
Female,24,Less than 25,African-American,0,6,0,0,1,1,F,1,1,6,Medium,4,Low,2,0,154,1,1
Male,31,25 - 45,Caucasian,0,7,0,0,0,1,F,0,0,7,Medium,6,Medium,0,0,800,0,0
Male,24,Less than 25,African-American,1,10,0,0,506,1,M,1,0,10,High,9,High,2,0,392,1,1
Male,25,25 - 45,African-American,0,2,0,0,1,1,F,0,0,2,Low,3,Low,1,0,255,0,0
Male,55,Greater than 45,African-American,0,2,0,0,0,1153,F,0,0,2,Low,1,Low,12,0,912,0,0
Male,33,25 - 45,African-American,0,1,0,0,1,1,M,1,0,1,Low,1,Low,1,0,147,1,1
Male,26,25 - 45,African-American,1,10,3,0,86,1,M,1,1,10,High,10,High,24,85,444,1,1
Male,27,25 - 45,African-American,0,7,0,0,6,1,F,0,0,7,Medium,4,Low,1,5,1079,0,0
Male,26,25 - 45,Caucasian,0,2,0,0,1,123,M,0,0,2,Low,3,Low,3,0,939,0,0
Male,21,Less than 25,Hispanic,0,10,0,0,0,,M,1,0,10,High,9,High,0,493,571,1,1
Female,27,25 - 45,African-American,0,4,0,0,0,1,M,0,0,4,Low,3,Low,0,0,1186,0,0
Male,46,Greater than 45,Caucasian,0,1,0,0,2,1,F,1,1,1,Low,1,Low,0,1,151,0,0
Female,38,25 - 45,Caucasian,0,6,0,0,1,1,M,1,1,6,Medium,4,Low,1,0,458,1,1
Female,24,Less than 25,African-American,0,5,0,0,1,1,M,0,0,5,Medium,5,Medium,0,0,1143,0,0
Female,38,25 - 45,African-American,0,4,0,0,1,1,M,0,0,4,Low,1,Low,0,0,740,0,0
Male,27,25 - 45,African-American,0,9,0,0,4,1,F,1,0,9,High,6,Medium,7,3,51,1,1
Male,48,Greater than 45,African-American,0,3,0,0,2,1,F,0,0,3,Low,2,Low,6,1,859,0,0
Female,31,25 - 45,Caucasian,0,4,0,0,27,28,F,1,0,4,Low,1,Low,2,0,51,0,1
Male,28,25 - 45,African-American,0,5,0,0,52,1,M,1,0,5,Medium,7,Medium,5,51,174,1,1
Male,30,25 - 45,Hispanic,0,9,0,0,1,1,F,0,0,9,High,7,Medium,7,0,877,0,0
Male,25,25 - 45,Caucasian,0,5,0,1,1,1,M,1,0,5,Medium,4,Low,6,0,31,1,1
Male,27,25 - 45,African-American,0,10,0,0,28,294,F,1,1,10,High,9,High,8,0,53,1,1
Male,55,Greater than 45,Caucasian,0,1,0,0,1,0,M,0,0,1,Low,1,Low,0,1,1127,0,0
Male,25,25 - 45,African-American,0,3,0,0,0,113,F,0,0,3,Low,4,Low,1,0,1149,0,0
Male,40,25 - 45,African-American,0,7,0,0,30,1971,F,1,1,7,Medium,7,Medium,5,30,419,1,1
Male,21,Less than 25,African-American,0,4,0,0,1,1,F,1,0,4,Low,6,Medium,0,0,112,0,1
Male,50,Greater than 45,Caucasian,0,7,0,0,1,16,F,1,0,7,Medium,2,Low,26,0,157,1,1
Male,28,25 - 45,African-American,0,7,1,0,244,0,F,1,0,7,Medium,6,Medium,10,243,503,1,1
Male,20,Less than 25,African-American,0,9,1,0,1,16,F,1,0,9,High,7,Medium,2,0,15,1,1
Male,33,25 - 45,Native American,1,7,0,0,54,106,M,1,1,7,Medium,9,High,9,0,72,1,1
Male,31,25 - 45,African-American,5,9,0,0,5,1,F,1,0,9,High,6,Medium,10,4,116,1,1
Female,57,Greater than 45,African-American,0,1,0,0,78,1,M,0,0,1,Low,1,Low,0,77,1177,0,0
Male,25,25 - 45,African-American,0,2,0,0,7,1,M,0,0,2,Low,4,Low,0,6,927,0,0
Male,22,Less than 25,African-American,0,8,4,0,11,7,F,1,0,8,High,9,High,7,0,195,1,1
Male,31,25 - 45,African-American,0,3,0,0,16,1,F,1,1,3,Low,2,Low,3,15,224,1,1
Male,43,25 - 45,African-American,0,4,0,0,1,0,F,0,0,4,Low,3,Low,7,1,788,0,0
Female,25,25 - 45,Caucasian,0,4,0,0,1,1,M,0,0,4,Low,3,Low,0,0,723,0,0
Male,39,25 - 45,Hispanic,0,2,0,0,1,1,M,0,0,2,Low,2,Low,1,0,1173,0,0
Male,40,25 - 45,African-American,0,1,0,0,2,1,F,0,0,1,Low,1,Low,1,1,933,0,0
Male,20,Less than 25,African-American,0,5,0,0,2,1,F,1,0,5,Medium,7,Medium,0,1,615,1,1
Male,35,25 - 45,African-American,0,7,0,0,1,1,M,0,0,7,Medium,4,Low,2,0,1171,0,0
Male,34,25 - 45,African-American,0,1,0,0,2,1,M,1,0,1,Low,1,Low,1,1,7,1,1
Male,27,25 - 45,Caucasian,0,9,0,1,179,1,F,1,0,9,High,10,High,18,0,92,1,1
Male,37,25 - 45,Hispanic,0,5,0,0,155,159,F,1,0,5,Medium,3,Low,1,0,161,1,1
Female,38,25 - 45,African-American,0,1,0,0,0,0,F,1,0,1,Low,1,Low,3,0,75,1,1
Male,21,Less than 25,Caucasian,0,7,0,0,1,1,F,1,0,7,Medium,7,Medium,0,0,355,1,1
Male,25,25 - 45,African-American,0,1,0,0,1,1,M,1,0,1,Low,2,Low,0,0,114,1,1
Male,53,Greater than 45,African-American,0,6,0,0,8,1,M,1,0,6,Medium,3,Low,6,7,18,1,1
Female,50,Greater than 45,African-American,0,3,0,0,13,2,F,0,0,3,Low,1,Low,4,12,410,0,0
Female,23,Less than 25,Caucasian,0,6,0,0,1,0,M,0,0,6,Medium,4,Low,1,1,737,0,0
Male,27,25 - 45,African-American,1,4,0,0,24,73,F,1,0,4,Low,5,Medium,2,0,165,1,1
Male,22,Less than 25,Other,0,5,0,0,7,1,F,1,0,5,Medium,6,Medium,0,6,239,1,1
Male,27,25 - 45,Caucasian,0,3,0,0,0,0,M,1,0,3,Low,3,Low,0,0,652,1,1
Male,29,25 - 45,African-American,0,8,0,0,0,1,F,1,0,8,High,7,Medium,5,0,606,1,1
Male,38,25 - 45,African-American,0,1,0,0,4,1,M,0,0,1,Low,1,Low,1,3,893,0,0
Female,54,Greater than 45,Caucasian,0,2,0,0,0,4,F,0,0,2,Low,1,Low,2,0,830,0,0
Male,26,25 - 45,African-American,0,10,0,0,57,0,F,1,0,10,High,10,High,1,57,61,1,1
Male,37,25 - 45,African-American,1,8,8,5,2,1,F,1,0,8,High,6,Medium,23,1,74,0,1
Male,36,25 - 45,African-American,0,10,2,1,1,0,M,1,0,10,High,3,Low,25,1,31,0,1
Male,28,25 - 45,African-American,0,10,0,0,12,1,F,1,1,10,High,7,Medium,18,11,113,0,1
Male,49,Greater than 45,African-American,0,1,0,0,2,1,M,0,0,1,Low,1,Low,1,1,1105,0,0
Male,36,25 - 45,African-American,0,7,0,0,1,1,F,1,0,7,Medium,3,Low,11,0,936,1,0
Female,26,25 - 45,African-American,0,9,0,0,0,634,F,0,0,9,High,8,High,2,0,756,0,0
Female,41,25 - 45,Caucasian,0,3,0,0,1,1,F,0,0,3,Low,1,Low,0,0,1057,0,0
Male,26,25 - 45,Hispanic,0,7,0,1,1,0,F,1,0,7,Medium,5,Medium,9,1,265,0,1
Male,40,25 - 45,Caucasian,1,9,0,0,1,1,F,0,0,9,High,6,Medium,9,0,877,0,0
Male,29,25 - 45,Caucasian,0,8,0,1,0,54,M,0,0,8,High,4,Low,8,0,847,0,0
Male,21,Less than 25,African-American,1,10,0,0,11,1,F,1,0,10,High,10,High,7,10,331,0,1
Male,22,Less than 25,Other,0,2,0,0,1,1,F,1,0,2,Low,4,Low,0,0,192,1,1
Male,33,25 - 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,0,242,0,0
Male,26,25 - 45,African-American,0,7,0,0,19,19,F,0,0,7,Medium,6,Medium,7,0,247,0,0
Female,27,25 - 45,African-American,0,3,0,0,4,1,M,1,0,3,Low,3,Low,0,3,628,1,1
Male,35,25 - 45,African-American,0,2,0,0,1,1,F,0,0,2,Low,1,Low,1,0,973,0,0
Male,27,25 - 45,African-American,0,2,0,0,1,365,M,0,0,2,Low,4,Low,3,0,761,0,0
Male,37,25 - 45,Hispanic,0,1,0,0,2,1,M,1,0,1,Low,1,Low,3,1,540,1,1
Female,31,25 - 45,African-American,0,5,0,0,62,1,F,0,0,5,Medium,3,Low,3,61,74,0,0
Male,36,25 - 45,African-American,1,8,0,0,1,1,F,1,0,8,High,4,Low,26,0,141,1,1
Female,32,25 - 45,Other,0,2,0,0,2,1,M,0,0,2,Low,2,Low,0,1,881,0,0
Male,50,Greater than 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,1,0,1096,0,0
Male,52,Greater than 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,1,0,1127,0,0
Male,24,Less than 25,African-American,0,4,0,0,2,1,M,0,0,4,Low,4,Low,1,1,1151,0,0
Male,38,25 - 45,African-American,0,4,0,0,1,1,F,0,0,4,Low,3,Low,0,1,725,0,0
Male,54,Greater than 45,African-American,0,8,0,0,1,1,F,0,0,8,High,3,Low,11,0,1100,0,0
Male,71,Greater than 45,Caucasian,0,2,0,0,1,1,F,0,0,2,Low,1,Low,13,0,957,0,0
Male,27,25 - 45,African-American,0,7,4,4,1,1,F,1,0,7,Medium,3,Low,9,0,59,1,1
Female,39,25 - 45,Caucasian,0,4,0,0,39,2,F,0,0,4,Low,1,Low,1,38,935,0,0
Male,34,25 - 45,Other,0,2,0,0,0,1,M,1,0,2,Low,2,Low,1,0,174,1,1
Male,23,Less than 25,Other,0,8,0,0,5,1,M,1,0,8,High,5,Medium,0,4,23,1,1
Male,46,Greater than 45,African-American,1,4,0,0,1,0,M,1,0,4,Low,5,Medium,8,0,260,1,1
Female,36,25 - 45,African-American,0,6,0,0,1,0,F,1,1,6,Medium,4,Low,5,1,74,0,1
Male,55,Greater than 45,African-American,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,0,837,0,0
Male,33,25 - 45,Hispanic,0,4,0,0,0,400,F,0,0,4,Low,3,Low,1,0,1113,0,0
Male,45,Greater than 45,African-American,0,3,0,0,0,,M,1,1,3,Low,1,Low,0,0,288,1,1
Male,27,25 - 45,Caucasian,0,4,0,0,9,0,F,0,0,4,Low,3,Low,0,9,884,0,0
Male,23,Less than 25,African-American,0,4,0,3,0,0,F,1,0,4,Low,4,Low,2,0,401,1,1
Male,20,Less than 25,African-American,1,7,0,0,1,1,F,1,0,7,Medium,7,Medium,1,0,35,0,1
Female,31,25 - 45,African-American,0,8,2,0,1,3,F,0,0,8,High,4,Low,10,0,493,0,0
Male,24,Less than 25,Caucasian,0,9,0,0,37,0,F,1,0,9,High,9,High,8,37,932,1,0
Female,37,25 - 45,Caucasian,0,8,0,0,1,1,F,1,0,8,High,2,Low,2,0,83,1,1
Male,25,25 - 45,African-American,0,6,0,0,34,2,M,1,0,6,Medium,7,Medium,0,0,240,1,1
Male,26,25 - 45,Caucasian,0,3,0,0,1,1,F,0,0,3,Low,3,Low,0,0,1092,0,0
Male,29,25 - 45,Hispanic,0,3,0,0,0,3,F,0,0,3,Low,2,Low,0,0,1060,0,0
Male,33,25 - 45,Hispanic,0,2,0,0,1,995,M,0,0,2,Low,2,Low,3,0,1087,0,0
Male,29,25 - 45,Caucasian,0,2,0,0,1,1,F,0,0,2,Low,3,Low,0,0,1082,0,0
Male,41,25 - 45,African-American,0,1,0,0,0,0,M,1,0,1,Low,1,Low,4,0,471,1,1
Male,37,25 - 45,African-American,0,1,0,0,1,1,F,1,1,1,Low,1,Low,0,0,508,1,1
Male,46,Greater than 45,Caucasian,0,3,0,0,1,1,F,0,0,3,Low,1,Low,2,0,379,0,0
Female,56,Greater than 45,Caucasian,0,5,0,0,41,1,F,1,0,5,Medium,4,Low,10,40,74,1,1
Male,23,Less than 25,African-American,0,3,0,0,1,1,F,1,0,3,Low,5,Medium,0,0,285,0,1
Female,23,Less than 25,African-American,0,5,0,0,2,2,F,1,0,5,Medium,5,Medium,1,0,113,1,1
Male,25,25 - 45,African-American,0,8,0,0,0,1,F,1,0,8,High,6,Medium,0,0,144,1,1
Male,24,Less than 25,African-American,0,7,0,0,1,1,F,1,0,7,Medium,6,Medium,1,0,196,1,1
Male,35,25 - 45,African-American,0,10,0,0,1,1,F,0,0,10,High,6,Medium,27,0,822,0,0
Male,48,Greater than 45,African-American,0,8,0,0,0,215,F,0,0,8,High,6,Medium,10,0,1172,0,0
Male,26,25 - 45,Hispanic,0,2,0,0,1,24,M,1,0,2,Low,3,Low,1,0,445,1,1
Male,24,Less than 25,Caucasian,0,7,0,0,10,1,F,1,0,7,Medium,5,Medium,2,9,203,1,1
Male,25,25 - 45,African-American,0,10,1,1,0,1,F,0,0,10,High,8,High,8,0,1128,0,0
Male,23,Less than 25,African-American,0,9,0,0,15,1,F,1,1,9,High,6,Medium,0,14,28,1,1
Male,43,25 - 45,Caucasian,0,1,0,0,1,26,F,0,0,1,Low,1,Low,2,0,1115,0,0
Female,53,Greater than 45,Caucasian,0,1,0,0,1,2,M,0,0,1,Low,1,Low,0,0,931,0,0
Male,24,Less than 25,African-American,0,6,0,0,58,1,F,1,0,6,Medium,5,Medium,1,57,346,1,1
Male,25,25 - 45,African-American,1,9,0,0,0,99,M,0,0,9,High,7,Medium,4,0,857,0,0
Male,28,25 - 45,African-American,0,4,0,0,0,1,F,0,0,4,Low,5,Medium,0,0,1115,0,0
Male,21,Less than 25,Caucasian,0,3,0,0,1,1,F,0,0,3,Low,5,Medium,1,0,1079,0,0
Male,31,25 - 45,Other,0,2,0,0,9,1,M,0,0,2,Low,2,Low,0,8,843,0,0
Male,33,25 - 45,Caucasian,0,7,0,0,1,1,F,1,0,7,Medium,4,Low,3,1,86,1,1
Female,35,25 - 45,African-American,0,1,0,0,1,1,F,0,0,1,Low,1,Low,1,0,752,0,0
Male,55,Greater than 45,Caucasian,0,3,0,0,1,1,M,0,0,3,Low,1,Low,3,1,1091,0,0
Male,50,Greater than 45,Hispanic,0,5,0,0,29,1,M,1,0,5,Medium,6,Medium,9,28,131,0,1
Male,28,25 - 45,African-American,0,3,0,0,1,2,M,0,0,3,Low,3,Low,0,0,996,0,0
Male,44,25 - 45,Caucasian,0,1,0,0,2,1,M,1,1,1,Low,1,Low,0,1,706,1,1
Female,48,Greater than 45,Caucasian,0,1,0,0,33,67,F,0,0,1,Low,1,Low,2,0,913,0,0
Male,19,Less than 25,African-American,2,10,1,1,1,23,F,1,0,10,High,10,High,3,0,22,0,1
Male,23,Less than 25,Other,0,7,0,0,45,1,M,0,0,7,Medium,9,High,2,44,153,0,0
Male,24,Less than 25,African-American,0,8,0,1,0,1,F,1,0,8,High,7,Medium,3,0,293,1,1
Male,50,Greater than 45,Caucasian,0,3,0,0,1,1,F,0,0,3,Low,6,Medium,2,1,843,0,0
Male,31,25 - 45,African-American,0,4,0,0,22,1,M,0,0,4,Low,3,Low,0,22,1071,0,0
Female,28,25 - 45,Caucasian,0,4,0,0,1,1,F,1,0,4,Low,3,Low,0,0,172,0,1
Male,42,25 - 45,Caucasian,0,1,0,0,1,1,F,0,0,1,Low,1,Low,0,0,863,0,0
Male,21,Less than 25,African-American,0,9,0,0,97,1,M,1,0,9,High,6,Medium,0,97,285,1,1
Male,29,25 - 45,African-American,0,10,0,0,0,643,F,0,0,10,High,9,High,5,0,745,0,0
Male,48,Greater than 45,Caucasian,0,1,0,0,0,497,F,0,0,1,Low,1,Low,1,0,1168,0,0
Male,21,Less than 25,Caucasian,0,8,0,0,0,1,F,1,0,8,High,5,Medium,0,0,64,1,1
Male,24,Less than 25,Other,0,4,0,0,1,1,M,1,0,4,Low,4,Low,0,0,128,0,1
Male,31,25 - 45,Caucasian,0,5,0,0,2,1,F,1,0,5,Medium,3,Low,3,1,135,1,1
Male,23,Less than 25,Hispanic,0,3,0,0,2,0,M,0,0,3,Low,5,Medium,0,2,1180,0,0
Male,27,25 - 45,Caucasian,0,9,0,0,0,0,F,1,0,9,High,8,High,0,0,218,1,1
Male,32,25 - 45,Other,0,2,0,0,0,0,M,0,0,2,Low,2,Low,0,0,844,0,0
Male,75,Greater than 45,Caucasian,0,4,0,0,30,36,F,1,0,4,Low,1,Low,1,0,653,1,1
Male,28,25 - 45,African-American,0,5,0,0,78,0,F,1,0,5,Medium,3,Low,7,77,377,1,1
Male,67,Greater than 45,Caucasian,0,1,0,0,1,1,M,0,0,1,Low,1,Low,0,0,1068,0,0
Female,32,25 - 45,African-American,0,7,0,0,0,0,F,0,0,7,Medium,4,Low,11,0,835,0,0
Male,44,25 - 45,African-American,0,4,0,0,1,1,F,0,0,4,Low,3,Low,7,1,622,0,0
Male,25,25 - 45,African-American,0,4,0,0,1,24,F,1,0,4,Low,5,Medium,1,0,42,1,1
